"","y1","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","trt1","ps"
"1",-0.629456639937548,1,-0.666866965852289,1,0.821146206833333,-1.0150604303523,-0.961840236791547,-0.384534337744405,0.509023406551002,1.37506215724582,-1.53729434794522,0,0.333764390914536
"2",-2.0759553838126,0,0.0429679298782372,1,-0.620501977614125,0.3653293053813,-0.338071674970941,-0.713970427485274,0.225219190640556,-0.681585467408711,-0.0985355008630662,0,0.0589169465030432
"3",-1.40736229462828,0,0.473805350729761,1,0.148943191075118,0.266014169633772,-0.297464379010841,-1.42284631989886,1.656168591897,-0.811860697943176,-0.374976381215146,0,0.0204480605220034
"4",-0.46093112942688,1,0.551746774531239,1,-0.913009380381146,-1.87654047464974,0.882168409701427,0.298843762828645,0.623757469176017,-0.010771916757947,1.75539615691753,0,0.495917709957821
"5",-1.17435770043465,0,-0.771327027814437,1,-0.18307184435344,-1.05122695673,-1.02591809114561,0.0201229873766477,-0.416017365706553,-0.265105787751362,-0.705051818711066,0,0.207111727959028
"6",-1.97918739355444,1,0.470452252120984,1,-0.962158450921392,0.374548984272469,0.760455797614355,-0.244501512637457,-0.625402015872656,-1.37862176304568,0.242969540174696,0,0.187305935434834
"7",-2.17243144152438,1,-0.299810864922465,1,-0.234174486830531,-1.30272623637,-0.549479280328921,0.20780194517027,0.0208792144296435,0.115671014537227,0.0684244507923664,1,0.681494351608261
"8",-2.21789226312739,0,1.55610826416571,1,-0.323790873452,-0.0644750269943918,1.28640733663745,-2.09079746087956,1.13016109643481,-0.145770379305531,-1.02224723719565,0,0.0122733137991057
"9",-0.206715701422519,0,-2.02999693714679,1,0.103073798474493,-1.36544699126068,-2.44118253475845,1.57494757351727,0.312741200940271,-0.201661525475041,0.52454228028231,1,0.485428897429563
"10",-2.83359715621239,1,2.08294479864377,1,0.134806069012183,1.44156725279881,1.77371922500702,2.15044477225791,-1.27631310560482,0.355907780105435,-0.533742211602502,0,0.0640680568422121
"11",-4.61392587020957,0,-0.175056131239475,1,1.48321220109438,-0.0134755910339841,-0.166058756231287,0.929821100104154,-1.74641102393433,1.26296156281283,-0.846855938037366,0,0.0737226553864299
