"","y1","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","trt1","ps"
"1",-0.292595798565563,-0.0509907849078986,-0.445067714657416,-1.00664397559523,-0.131929525741318,-0.665750527697234,-0.71917718685159,-1.11839688843718,-0.413904064270457,0.19231914092929,1.95389435035019,0,0.0937716214523577
"2",-2.52991601580389,-0.49771267684917,0.528237757376097,0.158552735201298,0.66089296824618,0.701282131203969,0.923138189111377,1.11860372209026,-0.8475283177045,0.571904397027937,1.36570114369445,0,0.0554080931363015
"3",0.14229252708552,0.421792090411055,0.102145487719824,-1.28183083779488,-1.99066637018764,0.646750423556376,0.142411124944927,1.09053016376807,0.131650998068253,-1.94049741901438,-0.445289776078638,1,0.200500455996188
"4",-2.45922302544467,-1.60260273638533,1.42186368322722,1.10744664977238,0.200004374035472,-0.527367668831402,1.79143719228783,-0.585141876889485,1.20064980475863,-0.0416415637790737,-0.227574078994864,0,0.0211755386421345
"5",-1.98578271040216,-2.20587120082142,1.99118544962181,-0.744981120371853,1.2405079317035,-0.277135778631435,1.54540837535028,0.0997999911908058,0.573348492632459,0.814478371799892,0.765777315632166,0,0.00374410800376153
"6",-0.024311876209099,1.02033108716638,0.0144453487967263,-0.0912865386805826,-2.21192065523817,0.030729935886543,0.229677662202769,-2.34005321759308,0.348812270579155,-1.97233370853989,-0.889933150705864,0,0.115903306386802
"7",-0.291828277245732,0.755755068178723,-0.499945257398433,1.54451659547353,-0.0812275715647047,0.634710806826104,-0.658279432737192,0.87374751179044,2.21371743770073,-0.344219528156085,0.582187024425163,0,0.555960983329141
"8",0.821321920878919,0.396074630599914,0.67378142718141,-3.48734281939499,-2.00617574560214,0.0299088737544124,0.545913492608273,1.57778115318089,-0.656580514696159,-1.89193914150864,0.466993443249734,1,0.0970046854417818
"9",-2.61190120165067,1.60175087952766,0.583826564491095,-0.653609638967561,0.408086460812552,0.953932928571892,0.564469882250407,0.496306878452258,-1.3838388120394,0.629690580448308,-2.6962754246745,0,0.117645008278801
"10",-2.04677713450736,-2.13434210669793,0.630647222283786,0.428353043007226,1.82428389658249,-0.995843104307392,1.29191640469509,0.71443675473018,1.66528604059391,1.56781744392861,0.265137766583929,0,0.0270139797376483
"11",-1.62707964821584,0.427151915132378,0.564171391477361,-0.586145256612876,-0.147674170372123,-0.334263286546038,0.66949102039869,0.113685421844662,-1.31316970601119,-0.137466810901523,0.853700743109838,0,0.121671712884547
"12",-3.51212533888043,-0.704008492399107,-0.731124842530525,1.29236134662464,1.29266267090483,0.0125172954676918,-0.558178541807736,0.563332058395147,-0.78581998928615,1.54317900402704,-1.2535096242169,0,0.204945598965269
"13",-1.95163733481436,0.931327222159604,0.136319680446604,-0.479359078028025,1.82790607109308,0.164388302347943,0.247494135737632,0.162151025853994,-0.933469728918632,1.03569243766053,0.650296183465479,0,0.0873405464419092
"14",-3.09840202474303,-1.99380953473432,0.362427399797455,1.69917624966264,-0.823439934065843,0.659746847017056,0.168213623189098,1.5377022337567,0.151813984557583,-0.712317527755074,-0.440332373573139,0,0.145631208992389
"15",-1.2984344537305,-0.923671266551808,2.07861218628386,-1.38646883641968,-1.99827080976721,-0.752658155325785,2.4465450287767,0.801435113150061,-1.15698663977929,-1.37604588174464,0.956214137041794,0,0.0373878624109637
"16",1.89613036111506,-0.0258233045961003,-2.67711993396098,-1.9556524481289,1.60848437760116,0.606030085611845,-1.98948997608629,-2.32089015234195,1.42178546241854,1.23960517140559,1.85908674256307,0,0.0150699776292263
"17",-0.83652855393557,0.470251487491167,0.516034957880703,-0.437863794268216,-1.67079246555585,0.113316427201052,1.11018650290228,-0.330455003043521,-0.641684316777775,-1.5897481310155,0.701166091667066,0,0.107046256557406
